name	Plate.ID	Well	MFI	Runtime
NOPEP	1	A1	40506	12/10/2021 17:00
peptide_85123	1	A2	40276	12/10/2021 17:02
peptide_00000	1	A3	61391	12/10/2021 17:04
peptide_28390	1	A4	66737	12/10/2021 17:06
peptide_47194	1	A5	60682	12/10/2021 17:08
peptide_76318	1	A6	52437	12/10/2021 17:10
peptide_86930	1	A7	42128	12/10/2021 17:12
peptide_16171	1	A8	68991	12/10/2021 17:14
peptide_46322	1	A9	53507	12/10/2021 17:16
peptide_80976	1	A10	62979	12/10/2021 17:18
peptide_40598	1	A11	65340	12/10/2021 17:20
peptide_43621	1	A12	62322	12/10/2021 17:22
peptide_22881	1	B1	52823	12/10/2021 17:24
peptide_28065	1	B2	48313	12/10/2021 17:26
peptide_10925	1	B3	64051	12/10/2021 17:28
peptide_42908	1	B4	55817	12/10/2021 17:30
peptide_24163	1	B5	59571	12/10/2021 17:32
peptide_13346	1	B6	65056	12/10/2021 17:34
peptide_17071	1	B7	70387	12/10/2021 17:36
peptide_86623	1	B8	64694	12/10/2021 17:38
peptide_31799	1	B9	44606	12/10/2021 17:40
peptide_00000	1	B10	67294	12/10/2021 17:42
peptide_29122	1	B11	63756	12/10/2021 17:44
peptide_22977	1	B12	50386	12/10/2021 17:46
NOPEP	1	C1	41528	12/10/2021 17:48
peptide_49748	1	C2	39395	12/10/2021 17:50
peptide_68402	1	C3	42629	12/10/2021 17:52
peptide_24369	1	C4	43240	12/10/2021 17:54
peptide_19818	1	C5	41893	12/10/2021 17:56
peptide_73990	1	C6	41315	12/10/2021 17:58
peptide_18846	1	C7	61181	12/10/2021 18:00
peptide_42254	1	C8	41060	12/10/2021 18:02
peptide_14371	1	C9	42044	12/10/2021 18:04
peptide_20636	1	C10	42789	12/10/2021 18:06
peptide_61770	1	C11	41779	12/10/2021 18:08
peptide_13749	1	C12	40401	12/10/2021 18:10
peptide_14157	1	D1	40620	12/10/2021 18:12
peptide_71403	1	D2	42147	12/10/2021 18:14
peptide_47312	1	D3	43126	12/10/2021 18:16
peptide_57399	1	D4	43469	12/10/2021 18:18
peptide_32203	1	D5	50193	12/10/2021 18:20
peptide_73139	1	D6	42197	12/10/2021 18:22
peptide_00000	1	D7	69790	12/10/2021 18:24
peptide_14528	1	D8	42642	12/10/2021 18:26
peptide_25653	1	D9	68656	12/10/2021 18:28
peptide_68581	1	D10	43620	12/10/2021 18:30
peptide_27138	1	D11	64982	12/10/2021 18:32
peptide_86229	1	D12	47054	12/10/2021 18:34
NOPEP	1	E1	38648	12/10/2021 18:36
peptide_32457	1	E2	53154	12/10/2021 18:38
peptide_79633	1	E3	39951	12/10/2021 18:40
peptide_36084	1	E4	73049	12/10/2021 18:42
peptide_49450	1	E5	73484	12/10/2021 18:44
peptide_12354	1	E6	69442	12/10/2021 18:46
peptide_48799	1	E7	71625	12/10/2021 18:48
peptide_31092	1	E8	70421	12/10/2021 18:50
peptide_65560	1	E9	68671	12/10/2021 18:52
peptide_83241	1	E10	67993	12/10/2021 18:54
peptide_87235	1	E11	50354	12/10/2021 18:56
peptide_59898	1	E12	64255	12/10/2021 18:58
peptide_41755	1	F1	48678	12/10/2021 19:00
peptide_86029	1	F2	53411	12/10/2021 19:02
peptide_40878	1	F3	40744	12/10/2021 19:04
peptide_00000	1	F4	70192	12/10/2021 19:06
peptide_64172	1	F5	39962	12/10/2021 19:08
peptide_18509	1	F6	39855	12/10/2021 19:10
peptide_73914	1	F7	43592	12/10/2021 19:12
peptide_71242	1	F8	38380	12/10/2021 19:14
peptide_33213	1	F9	41204	12/10/2021 19:16
peptide_00000	1	F10	71413	12/10/2021 19:18
peptide_89414	1	F11	38698	12/10/2021 19:20
peptide_39866	1	F12	41314	12/10/2021 19:22
NOPEP	1	G1	37326	12/10/2021 19:24
peptide_88290	1	G2	40061	12/10/2021 19:26
peptide_76781	1	G3	42052	12/10/2021 19:28
peptide_18563	1	G4	41276	12/10/2021 19:30
peptide_75398	1	G5	40566	12/10/2021 19:32
peptide_70055	1	G6	41781	12/10/2021 19:34
peptide_23975	1	G7	39494	12/10/2021 19:36
peptide_80306	1	G8	42100	12/10/2021 19:38
peptide_21345	1	G9	39579	12/10/2021 19:40
peptide_34991	1	G10	40939	12/10/2021 19:42
peptide_81613	1	G11	37764	12/10/2021 19:44
peptide_27712	1	G12	38619	12/10/2021 19:46
peptide_26040	1	H1	37352	12/10/2021 19:48
peptide_35498	1	H2	40284	12/10/2021 19:50
peptide_00000	1	H3	67295	12/10/2021 19:52
peptide_62064	1	H4	45695	12/10/2021 19:54
peptide_44612	1	H5	40361	12/10/2021 19:56
peptide_88363	1	H6	40962	12/10/2021 19:58
peptide_41111	1	H7	45675	12/10/2021 20:00
peptide_33906	1	H8	41092	12/10/2021 20:02
peptide_32866	1	H9	38103	12/10/2021 20:04
peptide_55784	1	H10	38956	12/10/2021 20:06
peptide_51257	1	H11	39326	12/10/2021 20:08
peptide_83430	1	H12	38795	12/10/2021 20:10
